NO ,NO. PENAWARAN ,DATE,MARKERTING ,CUSTOMER NAME,REMARK (KAROSERI),HARGA ,HARGA (NEW),EXC / INC ,PROGRESS,QUANTITY,SATUAN,KETERANGAN,TOTAL
472,141/QUO/STM/III/25,18-Mar-25,EKO ARYO,CUSTOMER BAPAK EKO,WATER SPRAYER KAP 14.000 LITER (SYSTEM HYDRAULIC) HINO FM 280 JD," 458,500,000 ","458,500,000", INC ,,,,TIDAK JADI OC,0
473,156/QUO/STM/III/25,19-Mar-25,EKO ARYO,PT. SALAWATI MOTORINDO,SELF LOADER WITH HYDRAULICK JACK ISUZU FVZ 34 U HP UK 9060 X 2500 MM," 340,800,000 ","340,800,000", INC ,,,,TIDAK JADI OC,0
474,170/QUO/STM/III/25,19-Mar-25,EKO ARYO,PT. ASTRA UD TRUCK - MALANG,BODY OPEN CARGO NISSAN KUZER RKE 150 WB 3850 UK 5160 X 2220 X 700 + 800 (RANGKA SAMPING) + 200 (RANGKA ATAP) MM," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
475,186/QUO/STM/III/25,20-Mar-25,EKO ARYO,PT. SRIKANDI DIAMOND MOTOR - BANDUNG,BOX ALUMUNIUM + TOPI CABIN MITSUBISHI FE 71 N UK 3000 X 1720 X 1750 MM," 52,750,000 ","52,750,000", INC ,,,,TIDAK JADI OC,0
476,186/QUO/STM/III/25,20-Mar-25,EKO ARYO,PT. SRIKANDI DIAMOND MOTOR - BANDUNG,BOX BESI MITSUBISHI FE 71 N (4X2) UK 2975 X 1850 X 1800 MM," 57,250,000 ","57,250,000", INC ,,,,TIDAK JADI OC,0
477,202/QUO/STM/III/25,21-Mar-25,EKO ARYO,PT. SALAWATI MOTORINDO,FUEL TANK KAP 10.000 LITER HINO FM 280 JD ," 383,900,000 ","383,900,000", INC ,,,,TIDAK JADI OC,0
478,210/QUO/STM/III/25,22-Mar-25,EKO ARYO,PT. RAJAWALI EMAS ANCORA LESTARI,BAK BESI 5 WAY + INSTALASI CRANE ISUZU FVR 34 L D UK 4000 X 2310 X 700 MM," 183,000,000 ","183,000,000", INC ,,,,TIDAK JADI OC,0
479,222/QUO/STM/III/25,24-Mar-25,EKO ARYO,BAPAK RAMA,BAK BESI 3 WAY HINO DUTRO 115 SD UK 2980 X 1817 X 500 MM," 35,000,000 ","35,000,000", INC ,,,,TIDAK JADI OC,0
480,222/QUO/STM/III/25,24-Mar-25,EKO ARYO,BAPAK RAMA,BAK BESI 5 WAY HINO DUTRO 130 MDL UK 5500 X 2055 X 700 MM," 38,850,000 ","38,850,000", INC ,,,,TIDAK JADI OC,0
481,240/QUO/STM/III/25,26-Mar-25,EKO ARYO,PT. BINTANG NUSANTARA LINDA,BODY DUMP TRUCK QUESTER CWE 280 WB 4300 UK 6400 X 2400 X 2000 MM," 185,000,000 ","185,000,000", INC ,,,,TIDAK JADI OC,0
482,37/QUO/STM/III/25,05-Mar-25,FAJAR,PT. SARANA ANGKUTAN BERSAMA,BODY OPEN CARGO HINO FG 260 JP UK 7400 X 2400 X 1500 MM," 95,000,000 ","95,000,000", INC ,OC 04/MKT/VII/25 (1 UNIT),1,UNIT,JADI OC,"95,000,000"
483,37/QUO/STM/III/25,05-Mar-25,FAJAR,PT. SARANA ANGKUTAN BERSAMA,," 107,000,000 ","107,000,000", INC ,OC 09/MKT/X/25  (1 UNIT),1,UNIT,JADI OC,"107,000,000"
484,37/QUO/STM/III/25,05-Mar-25,FAJAR,PT. SARANA ANGKUTAN BERSAMA,BODY OPEN CARGO HINO FM 280 JW UK 9600 X 2400 X 1400 + 100 (PIPA) MM," 115,000,000 ","115,000,000", INC ,OC 05/MKT/VII/25 (1 UNIT),1,UNIT,JADI OC,"115,000,000"
485,41/R.01QUO/STM/III/25,05-Mar-25,FAJAR,PT. DAYA GUNA MOTOR INDONESIA,BODY DUMP TRUCK HINO FM 280 JD UK 5900 X 2340 X 1250 MM LANTAI PLAT HARDOX 10 MM," 295,000,000 ","295,000,000", INC ,,,,TIDAK JADI OC,0
486,41/R.01QUO/STM/III/25,05-Mar-25,FAJAR,PT. DAYA GUNA MOTOR INDONESIA,BODY DUMP TRUCK HINO FM 280 JD UK 5900 X 2340 X 1250 MM LANTAI PLAT HARDOX 8 MM," 292,000,000 ","292,000,000", INC ,,,,TIDAK JADI OC,0
487,41/R.03QUO/STM/III/25,17-Apr-25,FAJAR,PT. KOSTEC PRIMA BAJA,BODY DUMP TRUCK SCOW END HINO FM 280 JD UK 5900 X 2340 X 1250 ," 292,000,000 ","292,000,000", INC ,OC 26/MKT/V/25 (3 UNIT),3,UNIT,JADI OC,"876,000,000"
488,44/QUO/STM/III/25,05-Mar-25,FAJAR,PT. WASCO,TANGKI HI-BLOW KAP 30 TON (25 M3) HINO FM 280 JW," 340,000,000 ","340,000,000", INC ,,,,TIDAK JADI OC,0
489,44/R.01QUO/STM/III/25,07-Mar-25,FAJAR,PT. WASCO,TANGKI HI-BLOW KAP 30 TON (25 M3) HINO FM 280 JW," 55,500,000 ","55,500,000", INC ,,,,TIDAK JADI OC,0
490,51/QUO/STM/III/25,06-Mar-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA - MEDAN,BODY DUMP TRUCK HINO DUTRO 136 HD UK 4200 X 1900 X 1200 MM," 54,500,000 ","54,500,000", INC ,OC 09/MKT/III/25 (9 UNIT),9,UNIT,JADI OC,"490,500,000"
491,59/QUO/STM/III/25,07-Mar-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA,BODY DUMP TRUCK HINO DUTRO 136 HD UK 4200 X 2000 X 1000 MM," 65,000,000 ","65,000,000", INC ,OC 12/MKT/III/25 (1 UNIT),1,UNIT,JADI OC,"65,000,000"
492,64/QUO/STM/III/25,07-Mar-25,FAJAR,PT. CAHAYA RIAU MANDIRI,SPARE PART FUEL TANK : RELIEF VALVE BLACKMER, 1.100.000 (EXC) ,"1,100,000", EXC ,,,,TIDAK JADI OC,0
493,100/QUO/STM/III/25,13-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,SPARE PART HINO DUTRO 136 HD : DRIVE SHAFT ASSY ," 40,000,000 ","40,000,000", INC ,,,,TIDAK JADI OC,0
494,101/QUO/STM/III/25,13-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,DUMP TRUCK ISUZU TRAGA UK 2500 X 1600 X 450 MM," 109,000,000 ","109,000,000", INC ,,,,TIDAK JADI OC,0
495,110/QUO/STM/III/25,14-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,FUEL TANK KAP 10.000 LITER HINO FG 260 JJ," 315,000,000 ","315,000,000", INC ,,,,TIDAK JADI OC,0
496,110/QUO/STM/III/25,14-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,WATER SPRAYER KAP 20.000 LITER SYSTEM MANUAL HINO FM 280 JD," 141,200,000 ","141,200,000", INC ,,,,TIDAK JADI OC,0
497,119/QUO/STM/III/25,14-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,BODY DUMP TRUCK HINO FM 280 JD UK 5930 X 2340 X 1150 MM," 161,200,000 ","161,200,000", INC ,,,,TIDAK JADI OC,0
498,119/QUO/STM/III/25,14-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,BODY DUMP TRUCK SCOW END HINO FM 280 JD UK 5500 X 2400 X 1300 MM," 205,000,000 ","205,000,000", INC ,,,,TIDAK JADI OC,0
499,136/QUO/STM/III/25,18-Mar-25,FAJAR,PT. BUANA PUTRA KALTIM,BODY MIXER KAP 3 M3 HINO DUTRO 136 HDX," 106,000,000 ","106,000,000", INC ,,,,TIDAK JADI OC,0
500,158/QUO/STM/III/25,19-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,FUEL TANK KAP 5.000 LITER MITSUBISHI FE 75 SHDX ," 137,000,000 ","137,000,000", INC ,,,,TIDAK JADI OC,0
501,161/QUO/STM/III/25,19-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,BODY PASSENGER - CARGO / DALMAS MITSUBISHI FE 74 HD UK 4250 X 2020 X 1830 MM," 330,000,000 ","330,000,000", INC ,,,,TIDAK JADI OC,0
502,176/QUO/STM/III/25,20-Mar-25,FAJAR,PT. WASCO,TANGKI HI-BLOW KAP 25. TON (21 M3) HINO FM 280 JW," 115,000,000 ","115,000,000", INC ,,,,TIDAK JADI OC,0
503,192/QUO/STM/III/25,20-Mar-25,FAJAR,PT. SRIKANDI DIAMOND MOTOR,CARGO TANK KAP 2500 LITER MITSUBISHI FE 74 HD ," 115,000,000 ","115,000,000", INC ,,,,TIDAK JADI OC,0
504,203/QUO/STM/III/25,21-Mar-25,FAJAR,PT. DIPO - SLIPI ,WING BOX MITSUBISHI FN 61 FL HD UK 9710 X 2500 X 2750 MM," 142,000,000 ","142,000,000", INC ,,,,TIDAK JADI OC,0
505,203/R.01QUO/STM/III/25,24-Mar-25,FAJAR,PT. DIPO - SLIPI ,WING BOX MITSUBISHI FN 61 FL HD UK 9710 X 2500 X 2750 MM," 145,000,000 ","145,000,000", INC ,,,,TIDAK JADI OC,0
506,204/QUO/STM/III/25,22-Mar-25,FAJAR,PT. HUDAYA MAJU MANDIRI,DUMP TRUCK KUBURAN HINO FM 280 JD UK 6400 X 2400 X 2150 (2000 + SIRING UNP 150) MM," 275,000,000 ","275,000,000", INC ,,,,TIDAK JADI OC,0
507,204/R.01QUO/STM/III/25,22-Mar-25,FAJAR,PT. HUDAYA MAJU MANDIRI,DUMP TRUCK KUBURAN HINO FM 280 JD UK 6400 X 2400 X 2150 (2000 + SIRING UNP 150) MM," 275,000,000 ","275,000,000", INC ,,,,TIDAK JADI OC,0
508,211/QUO/STM/III/25,22-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,BODY DUMP TRUCK HINO DUTRO 136 HD UK 3900 X 1850 X 1150 MM," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
509,213/QUO/STM/III/25,22-Mar-25,FAJAR,CUSTOMER BAPAK FAJAR,SELF LOADER WITH HYDRAULICK JACK HINO FM 280 JW UK 9200 X 2500 MM," 323,500,000 ","323,500,000", INC ,,,,TIDAK JADI OC,0
510,225/QUO/STM/III/25,24-Mar-25,FAJAR,PT. DIPO - SLIPI,WATER TANK KAP 5.000 LITER MITSUBISHI FE 75 SHDX," 89,000,000 ","89,000,000", INC ,,,,TIDAK JADI OC,0
511,227/QUO/STM/III/25,24-Mar-25,FAJAR,PT. GO RENTAL,BAK BESI 5 WAY MITSUBISHI FE 74 L N UK 5650 X 2000 X 700 MM," 43,000,000 ","43,000,000", INC ,OC 01/MKT/IV/25 (1 UNIT),1,UNIT,JADI OC,"43,000,000"
512,02/QUO/STM/III/25,01-Mar-25,IRWAN,PT. MAHLIGAI MOTOR,BODY DUMP TRUCK KNOCKDOWN FN 62 F HD UK 5930 X 2340 X 1000 + 1000 MM," 175,000,000 ","175,000,000", INC ,,,,TIDAK JADI OC,0
513,04/QUO/STM/III/25,03-Mar-25,IRWAN,PT. MAHLIGAI PUTERI BERLIAN,BODY OPEN CARGO FE 75 SHDX UK 4.230 x 2.000 x 700 + 700 (knockdown) MM," 56,000,000 ","56,000,000", INC ,,,,TIDAK JADI OC,0
514,06/QUO/STM/III/25,03-Mar-25,IRWAN,PT. ALUN INDAH,BODY DUMP TRUCK MERCY AXOR 2528 CH UK 6000 X 2350 X 1300 MM," 200,000,000 ","200,000,000", INC ,,,,TIDAK JADI OC,0
515,08/QUO/STM/III/25,06-Mar-25,IRWAN,PT. MAHLIGAI PUTERI BERLIAN,BAK BESI 5 WAY FN 62 F HDR UK 6250 X 2500 X 1000 + 400 (KNOCKDOWN) MM," 96,500,000 ","96,500,000", INC ,,,,TIDAK JADI OC,0
516,28/QUO/STM/III/25,04-Mar-25,IRWAN,CUSTOMER BAPAK IRWAN,TANGKI AIR KAP 15.000 L MERCY AXOR 2528 C ," 159,000,000 ","159,000,000", INC ,,,,TIDAK JADI OC,0
517,28/QUO/STM/III/25,04-Mar-25,IRWAN,,TANGKI BBM KAP. 8000 L MERCY AXOR 1623 C," 147,000,000 ","147,000,000", INC ,,,,TIDAK JADI OC,0
518,30/QUO/STM/III/25,04-Mar-25,IRWAN,CUSTOMER BAPAK IRWAN,BAK BESI 7 WAY MERCY AXOR 2528 R (6X2) UK 9895 X 2500 X 1000 MM, 105.000.000 (EXC) ,"105,000,000", EXC ,,,,TIDAK JADI OC,0
519,35/QUO/STM/III/25,05-Mar-25,IRWAN,CUSTOMER BAPAK IRWAN,FLAT BED MERCY AXOR 2528 R5700 (6X4) UK 9890 X 2500 MM," 94,300,000 ","94,300,000", INC ,,,,TIDAK JADI OC,0
520,50/QUO/STM/III/25,06-Mar-25,IRWAN,PT. CATUR MANUNGGAL JAYA AGUNG,BODY DUMP TRUCK FN 62 F HD UK 6500 X 2400 X 1800 MM ," 180,000,000 ","180,000,000", INC ,,,,TIDAK JADI OC,0
521,52/QUO/STM/III/25,06-Mar-25,IRWAN,PT. GAPEKSINDO JAYA BERSAMA,BODY DUMP TRUCK KD FN 62 F HD UK 5930 X 2340 X 1000 + 700 (KNOCKDOWN) MM," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
522,52/QUO/STM/III/25,06-Mar-25,IRWAN,,BODY DUMP TRUCK KD FN 62 F HD UK 5930 X 2340 X 1000 + 1000 (KNOCKDOWN) MM," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
523,67/MKT/QUO/STM/III/25,08-Mar-25,IRWAN,PT. MAHLIGAI PUTERI BERLIAN ,FLAT BED FE 84 GN UK. 6000 X 2135 mm, 45.000.000 (EXC) ,"45,000,000", EXC ,,,,TIDAK JADI OC,0
524,81/QUO/STM/III/25,11-Mar-25,IRWAN,CUSTOMER BAPAK IRWAN,BODY DUMP TRUCK AERO MERCY AXOR 2528 C/CH UK 6400 X 2500 X 1900 MM," 210,000,000 ","210,000,000", INC ,,,,TIDAK JADI OC,0
525,82/QUO/STM/III/25,11-Mar-25,IRWAN,PT. SUMBER KASIH ALAMI,BUMPER DEPAN HINO FM 280 JD," 3,052,500 ","3,052,500", INC ,OC 18/MKT/III/25 (10 UNIT),10,UNIT,JADI OC,"30,525,000"
526,92/QUO/STM/III/25,12-Mar-25,IRWAN,PT. VKTR TEKNOLOGI MOBILITAS TBK,WING BOX HYDRAULIC VKTR HDT LWB UK 9550 X 2500 X 2750 MM," 177,600,000 ","177,600,000", INC ,OC 09/MKT/IV/25 (1 UNIT),1,UNIT,JADI OC,"177,600,000"
527,99/QUO/STM/III/25,13-Mar-25,IRWAN,PT. MCC,SELF LOADER WITH HYDRAULIC JACK HINO FM 280 JW UK 9200 X 2500 MM, 295.000.000 (EXC) ,"295,000,000", EXC ,,,,TIDAK JADI OC,0
528,99/QUO/STM/III/25,13-Mar-25,IRWAN,PT. MCC,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12.300 X 2500 MM, 320.000.000 (EXC) ,"320,000,000", EXC ,,,,TIDAK JADI OC,0
529,99/QUO/STM/III/25,13-Mar-25,IRWAN,PT. MCC,LOW BED KAP 70 TON TRAILLER 3 AXLE, 660.000.000 (EXC) ,"660,000,000", EXC ,,,,TIDAK JADI OC,0
530,115/QUO/STM/III/25,15-Mar-25,IRWAN,PT. INDOMOBIL PRIMA NIAGA - SURABAYA,MEDIUM BUS KARYAWAN HINO GB 150 L KAP. 28+1 SEAT," 604,000,000 ","604,000,000", INC ,,,,TIDAK JADI OC,0
531,140/QUO/STM/III/25,18-Mar-25,IRWAN,PT. DIPO - GATOT SUBROTO JAKARTA,FUEL TANK KAP 5.000 LITER (SISTEM FBL) MITSUBISHI FE 74 HD N ," 167,500,000 ","167,500,000", INC ,,,,TIDAK JADI OC,0
532,146/QUO/STM/III/25,19-Mar-25,IRWAN,PT. EUROTRUCK TRANSINDO,FUEL TANK KAP. 16.000 LITER (SYSTEM HYDRAULIC) MERCY AXOR 2528 CH," 586,750,000 ","586,750,000", INC ,,,,TIDAK JADI OC,0
533,152/QUO/STM/III/25,18-Mar-25,IRWAN,PT. DUTA CEMERLANG MOTOR - SEMARANG,BAK BESI 5 WAY HINO DUTRO 115 SDL UK 4700 X 1820 X 500 MM," 48,000,000 ","48,000,000", INC ,,,,TIDAK JADI OC,0
534,153/QUO/STM/III/25,18-Mar-25,IRWAN,PT. DUTA CEMERLANG MOTOR - SEMARANG,BODY OPEN CARGO HINO FL 280 JW UK 9750 X 2500 X 1000 + 1000 (PIPA) MM," 122,000,000 ","122,000,000", INC ,,,,TIDAK JADI OC,0
535,163/QUO/STM/III/25,19-Mar-25,IRWAN,PT. EUROTRUCK TRANSINDO,BODY DUMP TRUCK MERCY AXOR 2528 C UK 6000 X 2400 X 1700 MM," 160,100,000 ","160,100,000", INC ,,,,TIDAK JADI OC,0
536,163/QUO/STM/III/25,19-Mar-25,IRWAN,PT. EUROTRUCK TRANSINDO,BODY DUMP TRUCK MERCY AXOR 2528 C UK 5930 X 2340 X 1000 + 700 MM," 165,500,000 ","165,500,000", INC ,,,,TIDAK JADI OC,0
537,166/QUO/STM/III/25,19-Mar-25,IRWAN,PT. EUROTRUCK TRANSINDO,LUBE TRUCK MERCY AXOR 2528 CH UK 6600 X 2500 MM," 955,000,000 ","955,000,000", INC ,,,,TIDAK JADI OC,0
538,167/QUO/STM/III/25,19-Mar-25,IRWAN,PT. EUROTRUCK TRANSINDO,WATER SPRAYER KAP. 20.000 LITER (SYSTEM HYDRAULIC) MERCY AXOR 2528 CH," 435,000,000 ","435,000,000", INC ,,,,TIDAK JADI OC,0
539,173/QUO/STM/III/25,19-Mar-25,IRWAN,PT. BOROBUDUR OTO MOBIL,BODY DUMP TRUCK KNOCKDOWN MITSUBISHI FN 62 F HD UK 5930 X 2340 X 1000 + 700 MM," 180,000,000 ","180,000,000", INC ,,,,TIDAK JADI OC,0
540,175/R.02QUO/STM/III/25,22-Mar-25,IRWAN,PT. HUDAYA MAJU MANDIRI,LUBE TRUCK HINO DUTRO 136 HDX UK 4550 X 2000 MM," 778,500,000 ","778,500,000", INC ,,,,TIDAK JADI OC,0
541,183/R.03QUO/STM/III/25,20-Mar-25,IRWAN,PT. HUDAYA MAJU MANDIRI,FUEL TANK KAP. 10.000 LITER (SYSTEM SBL FULL DISPENSING) HINO FG 260 JJ," 385,000,000 ","385,000,000", INC ,,,,TIDAK JADI OC,0
542,183/R.03QUO/STM/III/25,20-Mar-25,IRWAN,PT. HUDAYA MAJU MANDIRI,FUEL TANK KAP. 10.000 LITER (SYSTEM HYDRAULICK) HINO FG 260 JJ," 470,000,000 ","470,000,000", INC ,,,,TIDAK JADI OC,0
543,189/QUO/STM/III/25,18-Mar-25,IRWAN,CUSTOMER BAPAK IRWAN,TANGKI AIR KAP 8000 LITER MITSUBISHI FM 65 FS , 92.000.000 (EXC) ,"92,000,000", EXC ,,,,TIDAK JADI OC,0
544,212/QUO/STM/III/25,24-Mar-25,IRWAN,PT. ASPAL BANGUN SARANA,TANGKI ASPAL KAP 20 TON MERCY AXOR 2528 C/CX ," 264,000,000 ","264,000,000", INC ,,,,TIDAK JADI OC,0
545,230/QUO/STM/III/25,25-Mar-25,IRWAN,PT. HARTONO RAYA MOTOR - SEMARANG,WING BOX MERCY AXOR 2523 R57 UK 9895 X 2500 X 2750 MM," 175,000,000 ","175,000,000", INC ,,,,TIDAK JADI OC,0
546,03/QUO/STM/III/25,01-Mar-25,HENDY,PT. INTRACO DHARMA EKATAMA,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12.300 X 2.500 MM," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
547,15/QUO/STM/III/25,03-Mar-25,HENDY,PT. INTRACO DHARMA EKATAMA,FLAT BED + TEMPAT CRANE QUESTER CWE 280 WB61 UK 8150 X 2500 MM," 105,000,000 ","105,000,000", INC ,,,,TIDAK JADI OC,0
548,18/R.01QUO/STM/III/25,06-Mar-25,HENDY,PT. ISUINDOMAS PUTRA MEDAN,TRAILLER 40 FEET 3 AXLE - FLAT DECK LANTAI SS400 8 MM," 320,000,000 ","320,000,000", INC ,,,,TIDAK JADI OC,0
549,18/R.01QUO/STM/III/25,06-Mar-25,HENDY,PT. ISUINDOMAS PUTRA MEDAN,TRAILLER 40 FEET 3 AXLE - FLAT DECK LANTAI SS400 10 MM," 330,000,000 ","330,000,000", INC ,,,,TIDAK JADI OC,0
550,80/QUO/STM/III/25,11-Mar-25,HENDY,PT. WIS MAKMUR PERKASA SAKTI,BODY DUMP TRUCK KNOCKDOWN ISUZU NMR 81 HD 6.5 UK 3880 X 1840 X 700 + 700 MM," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
551,93/QUO/STM/III/25,12-Mar-25,HENDY,PT BICC BERCA CABLES,BAK BESI 5 WAY HINO DUTRO 136 HDL UK 5500 X 2000 X 700 MM," 42,500,000 ","42,500,000", INC ,,,,TIDAK JADI OC,0
552,97/QUO/STM/III/25,12-Mar-25,HENDY,PT. INDOMOBIL BUSSAN PENSKE,TRAILLER 45 FEET 3 AXLE - FLAT DECK UK 13.915 X 2500 MM," 330,000,000 ","330,000,000", INC ,,,,TIDAK JADI OC,0
553,97/R.01QUO/STM/III/25,22-Mar-25,HENDY,PT. INDOMOBIL BUSSAN PENSKE,TRAILLER 45 FEET 3 AXLE - FLAT DECK UK 14.000 X 2500 MM, 270.000.000 (EXC) ,"270,000,000", EXC ,,,,TIDAK JADI OC,0
554,97/R.02QUO/STM/III/25,24-Mar-25,HENDY,PT. INDOMOBIL BUSSAN PENSKE,TRAILLER 45 FEET 3 AXLE - FLAT DECK UK 14.000 X 2500 MM, 260.000.000 (EXC) ,"260,000,000", EXC ,,,,TIDAK JADI OC,0
555,106/QUO/STM/III/25,13-Mar-25,HENDY,PT. BYPASSINDO JAYA INDAH,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12300 X 2500 MM," 290,000,000 ","290,000,000", INC ,,,,TIDAK JADI OC,0
556,111/QUO/STM/III/25,14-Mar-25,HENDY,PT. SARDANA INDAH BERLIAN MOTOR - MEDAN,TANGKI CPO KAP 8.000 LITER MITSUBISHI FE 75 SHDX ," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
557,114/QUO/STM/III/25,24-Mar-25,HENDY,PT. BYPASSINDO JAYA INDAH,STYLING TRACTOR HEAD / PENGAMAN CABIN TRACTOR HEAD HINO FM 280 TH," 25,000,000 ","25,000,000", INC ,,,,TIDAK JADI OC,0
558,133/QUO/STM/III/25 ,18-Mar-25,HENDY,PT. KARIMATA MULTI PRIMA,BUMPER DEPAN BIG STANDART," 8,000,000 ","8,000,000", INC ,,,,TIDAK JADI OC,0
559,144/QUO/STM/III/25,18-Mar-25,HENDY,PT. PRABU PANDAWA BOGOR,TANGKI CPO KAP 8000 LITER MITSUBISHI FE 75 SHDX (PENAWARAN SPEKSIFIKASI), - ,0, INC ,,,,TIDAK JADI OC,0
560,149/QUO/STM/III/25,18-Mar-25,HENDY,PT. STASIOEN MOTOR JAYA,DUMP TRUCK 28 M3 QUESTER CWE 280 WB43 UK 6500 X 2400 X 1800 MM," 155,000,000 ","155,000,000", INC ,,,,TIDAK JADI OC,0
561,155/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,DUMP TRUCK ANGKUT SAWIT MITSUBISHI FE 75 SHDX UK 3880 X 1840 X 700 + 500 (RAMP) MM," 79,500,000 ","79,500,000", INC ,,,,TIDAK JADI OC,0
562,157/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,DUMP TRUCK ANGKUT SAWIT MITSUBISHI FN 62 F HDR UK 5930 X 2340 X 1000 + 400 (RAMP) MM," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
563,160/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,MOBIL PATROLI MITSUBISHI STRADA TRITON SINGLE CABIN UK 2380 X 1550 X 1450 MM," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
564,165/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,WATER TANK 5.000 LITER MITSUBISHI FE 75 SHDX," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
565,168/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,WATER SPRAYER TANK KAP 5.000 LITER (SYSTEM MANUAL) MITSUBISHI FE 75 SHDX," 195,000,000 ","195,000,000", INC ,,,,TIDAK JADI OC,0
566,169/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,PEMADAM KEBAKARAN KAP 4.000 LITER MITSUBISHI FE 75 SHDX, 1.250.000.000 (EXC) ,"1,250,000,000", EXC ,,,,TIDAK JADI OC,0
567,171/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,MEDIUM BUS SEKOLAH KAP 28 SEAT TANPA AC MITSUBISHI FE 84 G BC ," 460,000,000 ","460,000,000", INC ,,,,TIDAK JADI OC,0
568,174/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,MEDIUM BUS SEKOLAH KAP 16 SEAT + AC MITSUBISHI FE 84 G BC ," 519,000,000 ","519,000,000", INC ,,,,TIDAK JADI OC,0
569,174/QUO/STM/III/25,19-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,MEDIUM BUS SEKOLAH KAP 16 SEAT TANPA AC MITSUBISHI FE 84 G BC ," 429,000,000 ","429,000,000", INC ,,,,TIDAK JADI OC,0
570,185/QUO/STM/III/25,20-Mar-25,HENDY,PT. PRABU PANDAWA BOGOR - BOGOR,DUMP TRUCK ANGKUT SAWIT KNOCKDOWN MITSUBISHI FE 84 SHDX UK 3880 X 1975 X 1000 + 500 MM," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
571,188/QUO/STM/III/25,20-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,BAK BESI 5 PINTU + INSTAL CRANE MITSUBISHI FN 62 F HDR UK 4850 X 2500 X 700 MM," 170,000,000 ","170,000,000", INC ,,,,TIDAK JADI OC,0
572,190/QUO/STM/III/25,20-Mar-25,HENDY,PT. SRIKANDI DIAMOND MOTORS,AMBULANCE + ISIAN MITSUBISHI STRADA TRITON HDX SC 4X4 M/T," 225,000,000 ","225,000,000", INC ,,,,TIDAK JADI OC,0
573,191/QUO/STM/III/25,20-Mar-25,HENDY,PT. PRABU PANDAWA BOGOR,TANGKI CPO KAP 8.000 LITER MITSUBISHI FM 65 FS," 80,000,000 ","80,000,000", INC ,,,,TIDAK JADI OC,0
574,199/QUO/STM/III/25,21-Mar-25,HENDY,PT. PRABU PANDAWA MOTOR - BOGOR,DUMP TRUCK KNOCKDOWN MITSUBISHI FE 74 HD N UK 3880 X 1840 X 700 + 500 (KNOCKDOWN) MM," 55,000,000 ","55,000,000", INC ,,,,TIDAK JADI OC,0
575,200/QUO/STM/III/25,21-Mar-25,HENDY,PT. KYOKUTO INDOMOBIL MANUFACTURING INDONESIA,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK 12.300 X 2.500 MM," 330,000,000 ","330,000,000", INC ,,,,TIDAK JADI OC,0
576,207/QUO/STM/III/25,21-Mar-25,HENDY,PT. HYDRAXLE PERKASA (ADR GROUP),JASA FLANGEGING DAN BOTTOM : BOTTOM BESAR, 8.500.000 (EXC) ,"8,500,000", EXC ,,,,TIDAK JADI OC,0
